longitude,latitude,stratum,bathrooms,constructed_area,house_age,bedrooms,parking,administration,floor,rent_price,facilities
-74.0848948,4.6692035,4,2,75.0,23,3,1,332000.0,0,2700000,"['Bahía exterior de parqueo', 'Baño Auxiliar', 'Calentador', 'Cancha de Tennis', 'Cerca a sector comercial', 'Cerca centro comercial', 'Chimenea', 'Circuito cerrado de TV', 'Closet', 'Cocina Integral', 'Comedor', 'En conjunto cerrado', 'En zona residencial', 'Escalera de Emergencia', 'Garaje / Parqueadero(s)', 'Garaje Cubierto', 'Gimnasio', 'Instalación de gas', 'Parques cercanos', 'Piso en Madera', 'Portería / Recepción', 'Salón Comunal', 'Shut de basura', 'Sobre vía secundaria', 'Todos los Servicios', 'Trans. Público cercano', 'Ventilación Natural', 'Vigilancia 24x7', 'Vigilancia privada 24*7', 'Vista panorámica', 'Zona de lavandería', 'Zona Infantil', 'Zona Residencial']"
-74.0466405,4.7025804,5,3,138.0,12,3,2,0.0,0,7500000,"['Ascensor', 'Balcón', 'Barra estilo americano', 'Baño Auxiliar', 'Circuito cerrado de TV', 'Cocina Integral', 'Cocina tipo Americano', 'Colegios / Universidades', 'Cuarto de servicio', 'Depósito / Bodega', 'En conjunto cerrado', 'Estudio', 'Garaje(s)', 'Gimnasio', 'Hall de Alcobas', 'Instalación de gas', 'Parqueadero Visitantes', 'Parques cercanos', 'Planta Eléctrica', 'Portería / Recepción', 'Salón Comunal', 'Supermercados / C.Comerciales', 'Terraza', 'Trans. Público cercano', 'Vigilancia', 'Vista panorámica', 'Zona de lavandería', 'Zona Infantil', 'Zona Residencial', 'Zonas Verdes']"
-74.0534821,4.66365,6,2,78.0,12,1,1,680000.0,2,3400000,"['Ascensor', 'Baño Auxiliar', 'Caldera', 'Calentador', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano', 'Colegios / Universidades', 'Depósito / Bodega', 'Garaje(s)', 'Loft', 'Parqueadero Visitantes', 'Parques cercanos', 'Portería / Recepción', 'Supermercados / C.Comerciales', 'Terraza', 'Trans. Público cercano', 'Vigilancia', 'Zona de lavandería', 'Zona Residencial', 'Zonas Verdes']"
-74.1123322,4.6546515,4,4,135.0,23,4,2,0.0,9,4500000,"['Ascensor', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Circuito cerrado de TV', 'Cocina Integral', 'Cuarto de servicio', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Hall de Alcobas', 'Jardín', 'Parqueadero Visitantes', 'Planta Eléctrica', 'Portería / Recepción', 'Salón Comunal', 'Salón de Juegos', 'Sauna / Turco / Jacuzzi', 'Terraza', 'Vigilancia', 'Vista panorámica', 'Vivienda Bifamiliar', 'Vivienda Multifamiliar', 'Zona Infantil', 'Zonas Verdes']"
-74.0406767,4.729514,4,2,100.0,12,4,1,0.0,2,3000000,"['Ascensor', 'Calentador', 'Citófono', 'Cocina Integral', 'Colegios / Universidades', 'Depósito / Bodega', 'Estudio', 'Hall de Alcobas', 'Instalación de gas', 'Parques cercanos', 'Piso en Baldosa /  Mármol', 'Salón Comunal', 'Trans. Público cercano', 'Vigilancia', 'Zona de lavandería', 'Zona Residencial']"
-74.0497261,4.6660446,6,4,160.0,0,3,2,0.0,6,12500000,['Duplex']
-74.0491065,4.6673359,6,6,546.0,4,5,6,0.0,9,35800000,"['Alarma', 'Ascensor', 'Balcón', 'Barra estilo americano', 'Baño Auxiliar', 'Caldera', 'Calentador', 'Chimenea', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano', 'Colegios / Universidades', 'Comedor auxiliar', 'Cuarto de Escoltas', 'Cuarto de servicio', 'Depósito / Bodega', 'Estudio', 'Garaje(s)', 'Gimnasio', 'Hall de Alcobas', 'Instalación de gas', 'Oficina de negocios', 'Parqueadero Visitantes', 'Parques cercanos', 'Patio', 'Planta Eléctrica', 'Portería / Recepción', 'Salón Comunal', 'Supermercados / C.Comerciales', 'Terraza', 'Trans. Público cercano', 'Vigilancia', 'Vista panorámica', 'Zona de lavandería', 'Zona Infantil', 'Zona Residencial']"
-74.063644,4.624335,5,3,68.0,4,2,1,0.0,7,4400000,"['Ascensor', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Cocina Integral', 'Colegios / Universidades', 'Depósito / Bodega', 'Estudio', 'Gimnasio', 'Jaula de Golf', 'Parques cercanos', 'Portería / Recepción', 'Salón de Juegos', 'Supermercados / C.Comerciales', 'Terraza', 'Trans. Público cercano', 'Vigilancia', 'Vista panorámica', 'Zona Comercial', 'Zona de lavandería', 'Zona Residencial']"
-74.0353333,4.7182358,4,3,105.0,23,3,2,631200.0,0,3500000,"['Ascensor', 'Balcón', 'Barra estilo americano', 'Baño Auxiliar', 'Bombas de gasolina', 'Calentador', 'Cerca a sector comercial', 'Cerca centro comercial', 'Chimenea', 'Circuito cerrado de TV', 'Citófono', 'Closet', 'Cocina Integral', 'Cocina tipo Americano', 'Colegios / Universidades', 'Comedor', 'Cómodas vias de acceso', 'En Edificio', 'En zona Comercial', 'En zona residencial', 'Escalera de Emergencia', 'Estudio', 'Garaje / Parqueadero(s)', 'Garaje Cubierto', 'Gimnasio', 'Instalación de gas', 'Parqueadero Visitantes', 'Parques cercanos', 'Piso de alta resistencia', 'Planta Eléctrica', 'Portería / Recepción', 'Portería / Vigilancia', 'Restaurantes', 'Salón Comunal', 'Sauna / Turco / Jacuzzi', 'Servicios Públicos', 'Shut de basura', 'Sobre vía secundaria', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Ventilación Natural', 'Vigilancia 24x7', 'Vigilancia privada 24*7', 'Zona de lavandería', 'Zona Infantil', 'Zona Residencial', 'Área Urbana']"
-74.0679795,4.6435841,4,1,17.0,4,1,0,0.0,0,1300000,"['Acceso Pavimentado', 'Alcantarillado', 'Amoblado', 'Colegios / Universidades', 'Parques cercanos', 'Servicios Públicos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zonas Verdes']"
-74.0487326,4.6562001,6,3,104.85,0,2,2,0.0,1,6340000,"['Ascensor', 'Calentador', 'Circuito cerrado de TV', 'Citófono', 'Cocina Integral', 'Colegios / Universidades', 'Parques cercanos', 'Portería / Recepción', 'Salón Comunal', 'Supermercados / C.Comerciales', 'Terraza', 'Trans. Público cercano', 'Vigilancia', 'Zona Residencial']"
