longitude,latitude,stratum,bathrooms,constructed_area,house_age,bedrooms,parking,administration,floor,rent_price
-74.043588342299,4.6684937546075,6.0,4.0,155.0,23.0,2.0,2.0,0.0,0.0,8000000.0
-74.0533353,4.6804831,6.0,3.0,90.0,31.0,4.0,2.0,950000.0,0.0,3100000.0
-74.050658947812,4.662117140676,6.0,2.0,110.0,23.0,2.0,2.0,0.0,2.0,4900000.0
-74.039294931125,4.679183743279,6.0,2.0,226.0,31.0,2.0,2.0,0.0,1.0,6500000.0
-74.053335,4.680483,6.0,3.0,650.0,0.0,5.0,2.0,1650000.0,6.0,15900000.0
-74.047636985779,4.6721782060146,6.0,4.0,266.0,23.0,3.0,3.0,1540000.0,2.0,14500000.0
-74.0801159,4.6475789,4.0,2.0,55.0,4.0,1.0,1.0,451000.0,0.0,1800000.0
-74.057000816902,4.6823643115054,6.0,2.0,86.0,4.0,2.0,2.0,722000.0,0.0,4157000.0
-74.026691774992,4.7494999002462,4.0,1.0,35.0,4.0,1.0,0.0,160000.0,18.0,1220000.0
-74.0544245,4.6940185,6.0,8.0,412.0,23.0,4.0,6.0,2944000.0,5.0,18900000.0
-74.030073915622,4.701097013755,5.0,3.0,128.0,4.0,3.0,2.0,1190000.0,8.0,6000000.0
-74.054471254349,4.6582395012664,6.0,5.0,261.0,31.0,4.0,4.0,1720000.0,2.0,9000000.0
-74.116126,4.7237875,3.0,2.0,82.0,12.0,3.0,1.0,276000.0,3.0,2400000.0
-74.0379875,4.6938874,6.0,1.0,42.0,12.0,2.0,1.0,210000.0,0.0,1900000.0
-74.036129002476,4.687018685363,6.0,2.0,106.0,31.0,3.0,1.0,558000.0,0.0,3142000.0
-74.0485103,4.6906218,6.0,2.0,55.0,12.0,1.0,1.0,0.0,10.0,3500000.0
-74.0457789,4.6710977,6.0,5.0,482.0,23.0,4.0,6.0,4072300.0,6.0,26000000.0
-74.0554918,4.6589052,5.0,3.0,128.0,23.0,3.0,2.0,0.0,4.0,6000000.0
-74.047379493713,4.6579347393848,6.0,5.0,418.0,12.0,3.0,4.0,3600000.0,10.0,15000000.0
-74.028325,4.692484,5.0,5.0,406.0,23.0,4.0,5.0,0.0,2.0,18000000.0
-74.0487656,4.6565374,6.0,3.0,228.0,12.0,3.0,3.0,0.0,7.0,15000000.0
-74.050207588017,4.6857070928277,6.0,4.0,125.0,31.0,3.0,2.0,800000.0,2.0,3800000.0
-74.047336578369,4.6723599901318,6.0,5.0,204.0,4.0,3.0,3.0,1500000.0,7.0,20000000.0
-74.061855,4.662759,4.0,1.0,20.0,4.0,1.0,0.0,0.0,3.0,3000000.0
-74.1109821,4.6513086,5.0,3.0,110.0,12.0,3.0,2.0,0.0,0.0,4700000.0
-74.047800551191,4.6783664239,6.0,1.0,46.0,23.0,1.0,1.0,0.0,3.0,2800000.0
-74.04731062895,4.662887563306,6.0,2.0,81.0,23.0,2.0,1.0,480000.0,4.0,3100000.0
-74.0458364,4.6741507,6.0,4.0,230.0,23.0,4.0,4.0,0.0,4.0,12500000.0
-74.048657,4.699016,6.0,2.0,70.0,0.0,2.0,1.0,0.0,6.0,5000000.0
-74.034993,4.701572,6.0,4.0,298.0,0.0,3.0,2.0,0.0,11.0,8500000.0
-74.075664,4.7313,6.0,4.0,270.0,0.0,4.0,3.0,1540000.0,1.0,9000000.0
-74.0802559,4.722454,6.0,5.0,243.0,23.0,3.0,2.0,1350000.0,0.0,6000000.0
-74.04542000687,4.670210999749,6.0,4.0,196.0,31.0,3.0,3.0,0.0,3.0,12000000.0
-74.0436069,4.6974719,6.0,3.0,196.0,12.0,3.0,2.0,1800000.0,2.0,9000000.0
-74.1925631,4.6138597,3.0,1.0,42.0,0.0,2.0,0.0,140000.0,0.0,1060000.0
-74.031360034845,4.714110002254,5.0,4.0,200.0,23.0,3.0,3.0,1150000.0,12.0,6000000.0
-74.0516806,4.6840854,5.0,1.0,51.0,23.0,1.0,1.0,773000.0,0.0,1800000.0
-74.050505307527,4.659248601952,6.0,3.0,175.0,23.0,3.0,2.0,1800000.0,4.0,8000000.0
-74.0471115592213,4.65726503703873,6.0,4.0,376.0,31.0,4.0,3.0,2511000.0,3.0,14000000.0
-74.0523269,4.6882045,6.0,3.0,96.0,12.0,2.0,2.0,0.0,3.0,6000000.0
-74.1096292,4.6642872,4.0,2.0,72.0,4.0,2.0,1.0,0.0,0.0,5800000.0
,,,,,,,,,,
-74.028,4.705,5.0,2.0,84.0,0.0,3.0,1.0,579000.0,0.0,1900000.0
-74.0512641,4.6956659,6.0,2.0,80.0,23.0,1.0,2.0,823000.0,4.0,4000000.0
-74.0774772,4.6213948,4.0,3.0,89.0,4.0,3.0,2.0,600000.0,4.0,3400000.0
-74.056849989135,4.662369980785,5.0,2.0,67.0,31.0,1.0,1.0,932000.0,4.0,3000000.0
-74.0663039,4.6189002,4.0,1.0,26.0,4.0,1.0,0.0,0.0,5.0,1900000.0
-74.048528,4.654924,6.0,2.0,147.0,0.0,3.0,2.0,0.0,5.0,6200000.0
-74.047,4.676,6.0,1.0,41.0,31.0,1.0,1.0,363000.0,0.0,2500000.0
-74.05520043059,4.649080850486,4.0,3.0,114.0,12.0,2.0,2.0,0.0,2.0,6500000.0
-74.049366,4.667012,6.0,2.0,165.0,0.0,2.0,1.0,0.0,6.0,12000000.0
-74.0470899,4.7149853,5.0,2.0,65.0,31.0,2.0,1.0,400000.0,4.0,1800000.0
-74.0534318,4.6880035,5.0,2.0,75.0,4.0,2.0,1.0,526200.0,0.0,3690000.0
-74.050907974155,4.657423987359,6.0,3.0,185.0,23.0,3.0,2.0,1500000.0,1.0,8300000.0
-74.0833905,4.7087184,6.0,2.0,192.0,23.0,3.0,3.0,1305000.0,0.0,6000000.0
-74.054211114558,4.682575187032,6.0,1.0,27.0,0.0,1.0,1.0,0.0,5.0,2500000.0
-74.0455617,4.701919,5.0,2.0,83.0,4.0,2.0,2.0,0.0,6.0,4960000.0
-74.0466842,4.6745193,6.0,5.0,193.0,4.0,3.0,2.0,2500000.0,4.0,11500000.0
-74.0662144,4.6930997,5.0,4.0,178.0,23.0,3.0,1.0,0.0,2.0,3300000.0
-74.105562763018,4.729594012826,6.0,4.0,145.0,23.0,3.0,2.0,0.0,10.0,6500000.0
-74.0657837,4.6148596,3.0,1.0,30.0,23.0,1.0,0.0,0.0,3.0,1800000.0
-74.0688283,4.5978022,3.0,1.0,28.0,4.0,1.0,0.0,0.0,0.0,2500000.0
-74.05551,4.677132,6.0,3.0,190.0,0.0,4.0,2.0,1035000.0,1.0,4000000.0
-74.0460366,4.6715451,6.0,4.0,382.0,12.0,5.0,5.0,4300000.0,0.0,20000000.0
-74.0477969,4.6703108,6.0,0.0,180.0,23.0,0.0,0.0,2000000.0,0.0,8000000.0
-74.028476,4.700917,6.0,4.0,182.0,12.0,3.0,2.0,1062000.0,7.0,10000000.0
-74.053893820688,4.653748917592,6.0,1.0,120.0,31.0,2.0,1.0,850000.0,11.0,5500000.0
-74.0543096,4.6441944,4.0,1.0,31.0,0.0,1.0,1.0,0.0,14.0,1800000.0
-74.0500474,4.6564656,6.0,2.0,43.0,31.0,1.0,1.0,400000.0,0.0,3500000.0
-74.0700857,4.6051788,4.0,1.0,39.0,4.0,1.0,1.0,0.0,18.0,1800000.0
-74.024387129594,4.719735893756,6.0,5.0,220.0,23.0,3.0,2.0,0.0,0.0,8500000.0
-74.053641261463,4.6717277347329,6.0,3.0,200.0,23.0,3.0,3.0,1500000.0,7.0,8500000.0
-74.042819738388,4.6693658927855,6.0,5.0,160.0,31.0,3.0,2.0,1180000.0,5.0,7000000.0
-74.0511823,4.6555264,6.0,2.0,125.0,31.0,3.0,0.0,0.0,0.0,4600000.0
-74.035960023308,4.688149990834,6.0,4.0,500.0,31.0,4.0,2.0,400000.0,1.0,12000000.0
-74.0418546,4.7084164,6.0,2.0,80.0,4.0,2.0,2.0,425000.0,0.0,3500000.0
-74.0414345,4.6959493,6.0,3.0,122.0,23.0,3.0,2.0,678000.0,0.0,4000000.0
-74.0485328,4.6672641,6.0,4.0,184.0,31.0,3.0,2.0,1264000.0,0.0,7736000.0
-74.0415954,4.6975417,6.0,3.0,104.0,31.0,3.0,1.0,0.0,4.0,3500000.0
-74.05108,4.65894,6.0,5.0,264.0,23.0,3.0,3.0,2000000.0,8.0,20000000.0
-74.053776,4.676669,6.0,3.0,259.1,4.0,4.0,4.0,1600000.0,10.0,16000000.0
-74.0456641,4.6626185,6.0,4.0,287.0,31.0,4.0,2.0,0.0,0.0,13000000.0
-74.0523640591919,4.65129679598937,6.0,3.0,200.0,0.0,2.0,2.0,1000000.0,2.0,6500000.0
-74.042,4.706,6.0,4.0,182.0,4.0,3.0,3.0,2000000.0,0.0,11000000.0
-74.04293,4.668521,6.0,4.0,330.0,23.0,3.0,2.0,1873000.0,7.0,15000000.0
-74.0409594,4.6688847,6.0,4.0,270.0,23.0,3.0,3.0,0.0,4.0,14000000.0
-74.048210628759,4.7278699133843,4.0,1.0,40.0,23.0,1.0,1.0,410000.0,4.0,1790000.0
-74.030169972233,4.686910013988,6.0,4.0,240.0,31.0,4.0,2.0,2471000.0,3.0,8000000.0
-74.029978,4.693057,6.0,4.0,320.0,23.0,4.0,4.0,0.0,2.0,16000000.0
-74.0476462,4.6675317,6.0,4.0,200.0,12.0,3.0,2.0,1800000.0,9.0,12000000.0
-74.048477,4.651315,6.0,4.0,278.0,23.0,4.0,3.0,0.0,4.0,14000000.0
-74.041361,4.677124,6.0,5.0,255.0,23.0,3.0,3.0,2648379.0,5.0,10356621.0
-74.0408522,4.721743,4.0,2.0,65.0,4.0,1.0,1.0,0.0,16.0,2900000.0
-74.0539486,4.6823189,6.0,3.0,72.0,4.0,2.0,2.0,0.0,0.0,4700000.0
-74.052921,4.655965,6.0,3.0,214.0,0.0,3.0,2.0,1437000.0,4.0,6000000.0
-74.04135,4.691519,6.0,2.0,83.0,23.0,2.0,2.0,0.0,3.0,4000000.0
-74.057334044044,4.670695264205,5.0,2.0,140.0,31.0,3.0,0.0,450000.0,4.0,4500000.0
-74.0476344,4.6578732,6.0,4.0,200.0,4.0,3.0,4.0,2035000.0,6.0,6800000.0
-74.02601,4.686582,6.0,4.0,451.0,0.0,4.0,3.0,2500000.0,3.0,18000000.0
-74.047401,4.6928462,6.0,3.0,127.0,12.0,3.0,2.0,800000.0,4.0,5800000.0
-74.0542469,4.6531143,6.0,3.0,150.0,31.0,3.0,2.0,0.0,0.0,10000000.0
-74.047646,4.670741,6.0,3.0,197.66,23.0,3.0,2.0,2045000.0,2.0,8000000.0
-74.045667412195,4.6809932930802,6.0,2.0,69.0,4.0,2.0,1.0,0.0,6.0,4600000.0
-74.077046,4.725346,6.0,3.0,240.0,12.0,3.0,4.0,1559000.0,3.0,7000000.0
-74.042439220965,4.7047653599513,6.0,2.0,75.0,23.0,2.0,1.0,779000.0,0.0,4500000.0
-74.0478243,4.6899097,6.0,3.0,88.0,31.0,3.0,2.0,849833.0,0.0,4500000.0
-74.0493589,4.6557094,6.0,4.0,155.0,4.0,3.0,2.0,0.0,3.0,10000000.0
-74.026319996466,4.6934800011541,6.0,5.0,330.0,23.0,4.0,3.0,2862000.0,3.0,18000000.0
-74.0358417,4.6981753,6.0,2.0,52.0,12.0,1.0,1.0,572000.0,0.0,3000000.0
-74.0362778,4.6870538,5.0,2.0,106.0,31.0,3.0,1.0,0.0,0.0,3500000.0
-74.0691708,4.696307,4.0,2.0,37.0,0.0,1.0,1.0,262000.0,0.0,2500000.0
-74.02595001926,4.718370020724,6.0,3.0,243.0,23.0,4.0,4.0,2166100.0,6.0,8733900.0
-74.053511,4.65522,6.0,3.0,234.0,0.0,3.0,1.0,1400000.0,12.0,9000000.0
-74.047466,4.673602,6.0,2.0,159.0,23.0,2.0,2.0,1724600.0,7.0,11000000.0
-74.0704049,4.6187747,4.0,2.0,97.0,23.0,2.0,2.0,670000.0,3.0,3500000.0
-74.054545468676,4.687518959254,6.0,2.0,92.0,23.0,2.0,2.0,875000.0,3.0,2875000.0
-74.0801159,4.6475789,4.0,2.0,56.0,4.0,1.0,1.0,451000.0,0.0,1800000.0
-74.050559,4.662065,6.0,2.0,110.0,0.0,2.0,2.0,0.0,2.0,5500000.0
-74.023041247401,4.723421290854,6.0,3.0,260.0,31.0,3.0,3.0,600000.0,1.0,12000000.0
-74.048449981049,4.688559991628,6.0,3.0,150.0,12.0,3.0,2.0,0.0,3.0,8000000.0
-74.033174514771,4.6915753744373,6.0,2.0,75.0,31.0,2.0,1.0,0.0,4.0,2500000.0
-74.054453,4.692039,6.0,3.0,208.56,12.0,3.0,3.0,2622000.0,6.0,10000000.0
-74.0485636,4.7090579,5.0,1.0,74.0,23.0,1.0,1.0,700000.0,2.0,2800000.0
-74.034390573681,4.7008528500343,6.0,4.0,220.0,23.0,3.0,3.0,0.0,3.0,8700000.0
-74.055683203644,4.6464496616856,4.0,2.0,77.0,12.0,3.0,1.0,0.0,4.0,3420000.0
-74.045768,4.671101,6.0,5.0,382.79,23.0,4.0,5.0,4200000.0,6.0,20000000.0
-74.0381367,4.6876234,6.0,3.0,204.0,12.0,0.0,3.0,0.0,3.0,9800000.0
-74.046760021731,4.671209996879,6.0,5.0,295.0,12.0,3.0,5.0,2000000.0,8.0,25000000.0
-74.0449697,4.6702428,6.0,3.0,136.0,4.0,2.0,2.0,1500000.0,7.0,7500000.0
-74.042657331583,4.676539420465,6.0,2.0,72.0,23.0,2.0,1.0,770000.0,0.0,4150000.0
-74.040065,4.690356,6.0,2.0,114.2,0.0,2.0,2.0,0.0,6.0,4700000.0
-74.0579644,4.6762333,6.0,4.0,269.0,23.0,3.0,4.0,1756000.0,0.0,12000000.0
-74.038715657796,4.693814229543,6.0,4.0,160.0,31.0,3.0,2.0,545000.0,3.0,6000000.0
-74.0522003,4.6992477,5.0,2.0,78.88,31.0,2.0,1.0,0.0,5.0,3200000.0
-74.040209983494,4.6780699978946,6.0,5.0,292.0,12.0,4.0,4.0,0.0,5.0,17000000.0
-74.045432,4.697995,6.0,1.0,40.0,12.0,1.0,1.0,0.0,3.0,1950000.0
-74.106905634918,4.6897883143604,3.0,1.0,48.0,31.0,1.0,0.0,0.0,0.0,730000.0
-74.04019,4.678557,6.0,1.0,65.0,23.0,1.0,1.0,0.0,2.0,3800000.0
-74.057,4.654,6.0,1.0,40.0,23.0,1.0,1.0,447000.0,0.0,2053000.0
-74.0340516,4.7296773999999,4.0,2.0,67.0,4.0,3.0,1.0,0.0,0.0,3300000.0
-74.0518883,4.6649318,6.0,5.0,360.0,23.0,4.0,5.0,3300000.0,0.0,25000000.0
-74.050788029121,4.67271098619,6.0,1.0,40.0,12.0,1.0,2.0,520000.0,9.0,3080000.0
-74.047898032725,4.672013905212,6.0,2.0,58.0,12.0,1.0,2.0,0.0,7.0,4500000.0
-74.047119572606,4.667839973919,6.0,5.0,200.0,12.0,3.0,2.0,0.0,9.0,15000000.0
-74.045852,4.680603,6.0,2.0,105.0,0.0,2.0,2.0,0.0,4.0,9000000.0
-74.04117,4.677383,6.0,2.0,76.0,4.0,1.0,2.0,725000.0,5.0,7375000.0
-74.050479994179,4.68745999256497,6.0,5.0,255.0,12.0,4.0,3.0,1500000.0,5.0,10500000.0
-74.050103898183,4.660004984895,6.0,3.0,211.0,23.0,3.0,3.0,2500000.0,7.0,11000000.0
-74.07749,4.71855,6.0,1.0,30.0,4.0,1.0,1.0,215000.0,0.0,1500000.0
-74.029679714716,4.703289258621,6.0,3.0,76.0,0.0,2.0,1.0,820000.0,6.0,4000000.0
-74.063893,4.699814,5.0,3.0,145.0,0.0,3.0,1.0,700000.0,1.0,3700000.0
-74.047402085751,4.6676676986244,6.0,5.0,284.0,23.0,3.0,3.0,1700000.0,2.0,13800000.0
-74.088240830323,4.568493968961,6.0,3.0,134.0,23.0,2.0,2.0,0.0,5.0,6500000.0
-74.136472695037,4.7103992251716,2.0,1.0,40.0,31.0,2.0,0.0,0.0,5.0,1100000.0
-74.037292852869,4.68777404338694,5.0,3.0,154.0,23.0,3.0,2.0,720000.0,11.0,6800000.0
-74.04865,4.66,6.0,3.0,175.0,12.0,2.0,4.0,1500000.0,3.0,9500000.0
-74.0308137,4.6870534,6.0,3.0,245.0,23.0,3.0,1.0,2000000.0,0.0,8500000.0
-74.045193,4.666003,6.0,2.0,126.0,4.0,3.0,2.0,780000.0,2.0,8000000.0
-74.148,4.644,3.0,1.0,44.0,23.0,3.0,0.0,0.0,0.0,990000.0
-74.050802110718,4.702227606765,5.0,3.0,66.0,4.0,2.0,2.0,570000.0,2.0,5030000.0
-74.029440879822,4.6858011908982,6.0,4.0,420.0,31.0,4.0,3.0,4000000.0,0.0,12000000.0
-74.045427,4.694556,6.0,2.0,58.65,4.0,1.0,1.0,0.0,2.0,6500000.0
-74.1126535,4.6981264,3.0,1.0,55.0,31.0,3.0,0.0,124000.0,0.0,1400000.0
-74.066455,4.620735,6.0,2.0,186.0,0.0,3.0,3.0,1500000.0,1.0,12000000.0
-74.1140647,4.5981731,3.0,1.0,50.0,23.0,1.0,0.0,0.0,2.0,900000.0
-74.0686118,4.687007,4.0,2.0,54.5,12.0,1.0,1.0,0.0,2.0,1900000.0
-74.0702332,4.5908769,3.0,2.0,48.0,4.0,1.0,0.0,0.0,0.0,1775000.0
-74.036272173551,4.6974156118739,6.0,2.0,65.0,31.0,1.0,2.0,0.0,3.0,3500000.0
-74.053804,4.684246,6.0,5.0,200.0,4.0,3.0,4.0,2000000.0,2.0,15000000.0
-74.037343121151,4.698810221021,6.0,1.0,70.0,23.0,1.0,1.0,0.0,2.0,3000000.0
-74.0552437,4.7012691,6.0,3.0,140.0,23.0,3.0,2.0,680000.0,5.0,3920000.0
-74.051444646518,4.681699500073,6.0,2.0,66.0,0.0,2.0,1.0,784000.0,5.0,4516000.0
-74.04768638967,4.663518846344,6.0,4.0,230.0,31.0,4.0,2.0,1700000.0,9.0,12900000.0
-74.0758598,4.7231219,6.0,6.0,487.0,31.0,4.0,4.0,1750000.0,0.0,9009000.0
-74.0446544,4.7216276,5.0,2.0,87.0,12.0,2.0,1.0,0.0,0.0,4300000.0
-74.0499043,4.6548887,6.0,3.0,178.0,23.0,3.0,2.0,1100000.0,4.0,8000000.0
-74.0393645,4.7267216,4.0,2.0,63.0,31.0,2.0,1.0,340000.0,0.0,2500000.0
-74.0494366,4.6739148,6.0,3.0,150.0,4.0,3.0,2.0,1350000.0,0.0,6500000.0
-74.0500922,4.6943385,6.0,2.0,67.0,23.0,2.0,2.0,0.0,1.0,4500000.0
-74.0440348,4.6671172,6.0,3.0,95.0,12.0,2.0,2.0,680000.0,2.0,5500000.0
-74.0600068,4.6490588,4.0,1.0,50.0,31.0,1.0,0.0,0.0,14.0,2800000.0
-74.063347,4.73567,5.0,2.0,63.0,0.0,2.0,1.0,0.0,8.0,3400000.0
-74.1096292,4.6642872,4.0,2.0,78.0,4.0,2.0,1.0,0.0,0.0,5800000.0
-74.151,4.649,3.0,1.0,32.0,0.0,2.0,0.0,94000.0,0.0,1100000.0
-74.042886576635,4.724188360723,4.0,3.0,238.0,31.0,3.0,2.0,738000.0,5.0,8762000.0
-74.047982,4.661562,6.0,5.0,375.0,0.0,4.0,4.0,2621000.0,2.0,18000000.0
-74.081,4.628,4.0,2.0,124.0,31.0,3.0,1.0,0.0,0.0,3150000.0
-74.0564155,4.7426537,4.0,2.0,68.0,4.0,3.0,0.0,415000.0,0.0,2400000.0
-74.0740002,4.5987001,6.0,4.0,226.0,23.0,3.0,3.0,2000000.0,0.0,10000000.0
-74.05,4.669,5.0,1.0,44.0,31.0,2.0,2.0,0.0,4.0,4200000.0
-74.0500474,4.6564656,6.0,1.0,50.0,31.0,1.0,1.0,0.0,0.0,4500000.0
-74.088427671669,4.717117767551,6.0,4.0,191.0,4.0,3.0,2.0,1682000.0,6.0,9318000.0
-74.1318604,4.6783344,3.0,2.0,57.0,12.0,3.0,1.0,0.0,0.0,1550000.0
-74.062,4.643,3.0,1.0,94.0,31.0,2.0,1.0,391600.0,0.0,3288000.0
-74.0601322,4.6643335,5.0,1.0,46.0,31.0,2.0,1.0,0.0,0.0,1700000.0
-74.050405025482,4.6505241730015,6.0,3.0,153.0,31.0,3.0,1.0,1237000.0,4.0,4863000.0
-74.046774,4.6995091,6.0,3.0,90.55,12.0,2.0,2.0,0.0,4.0,3900000.0
-74.04823003991,4.6623199827328,6.0,5.0,350.0,12.0,4.0,6.0,0.0,4.0,25000000.0
-74.030449390411,4.7059036975506,5.0,2.0,89.0,12.0,2.0,1.0,700000.0,5.0,3000000.0
-74.0469144,4.6613686,6.0,3.0,224.0,23.0,3.0,3.0,0.0,4.0,9000000.0
-74.0558932,4.6771824,6.0,4.0,197.0,31.0,3.0,2.0,892000.0,1.0,7000000.0
-74.026699026128,4.702165999777,6.0,4.0,145.0,23.0,3.0,2.0,0.0,10.0,6500000.0
-74.0487912,4.6665549,6.0,3.0,150.0,31.0,2.0,2.0,0.0,2.0,8800000.0
-74.029513827861,4.7138975973992,5.0,4.0,168.0,23.0,3.0,2.0,0.0,7.0,9000000.0
-74.0455777,4.6739425,6.0,3.0,175.0,31.0,3.0,2.0,2181000.0,0.0,5400000.0
-74.0478114,4.6784087,6.0,1.0,46.0,31.0,1.0,1.0,0.0,0.0,2500000.0
-74.052037854703,4.656720703774,6.0,4.0,230.0,12.0,3.0,3.0,2700000.0,9.0,20000000.0
-74.068956,4.6091091,5.0,2.0,77.0,12.0,2.0,1.0,720000.0,0.0,3500000.0
-74.056278590474,4.675706066735,6.0,4.0,225.0,12.0,3.0,4.0,0.0,7.0,15000000.0
-74.065964,4.7167628,4.0,3.0,110.0,0.0,3.0,2.0,400000.0,1.0,4600000.0
-74.050530034141,4.709181988011,5.0,2.0,86.0,4.0,2.0,2.0,0.0,4.0,3950000.0
-74.088004801477,4.600240054045,3.0,1.0,37.0,0.0,2.0,1.0,250000.0,12.0,1100000.0
-74.1396974,4.652306,3.0,2.0,46.0,12.0,3.0,0.0,145000.0,0.0,1005000.0
-74.061756134033,4.6995949945606,5.0,2.0,77.0,31.0,3.0,1.0,120000.0,4.0,2280000.0
-74.054590060401,4.683038454821,6.0,3.0,125.0,23.0,3.0,2.0,0.0,4.0,4900000.0
-74.1354348,4.7155054,3.0,2.0,43.0,12.0,3.0,0.0,178000.0,0.0,1100000.0
-74.033228249459,4.72300665721,6.0,3.0,97.0,23.0,2.0,2.0,684000.0,3.0,3900000.0
-74.0542602539062,4.65390586853027,6.0,3.0,137.0,4.0,2.0,2.0,900000.0,15.0,6500000.0
-74.0523658868164,4.67983932719108,6.0,2.0,60.0,0.0,2.0,1.0,0.0,6.0,5000000.0
-74.0506597,4.680684,6.0,3.0,162.0,23.0,3.0,3.0,1000000.0,0.0,4500000.0
-74.113899,4.7255123,3.0,2.0,77.0,12.0,3.0,1.0,261000.0,0.0,2339000.0
-74.052943358466,4.6587138448614,6.0,4.0,425.0,31.0,3.0,4.0,3100000.0,12.0,15000000.0
-74.039630039614,4.756602982411,4.0,2.0,84.0,12.0,3.0,1.0,0.0,6.0,2600000.0
-74.046345788076,4.679326109904,6.0,1.0,34.0,0.0,1.0,0.0,0.0,5.0,3000000.0
-74.028106263852,4.698609013436,6.0,4.0,226.0,23.0,3.0,3.0,2000000.0,4.0,12500000.0
-74.04115,4.707385,6.0,3.0,250.0,0.0,4.0,3.0,1925600.0,1.0,10000000.0
-74.057000816902,4.6823643115054,6.0,2.0,88.0,4.0,2.0,2.0,758000.0,0.0,4480000.0
-74.057532415414,4.669615933476,6.0,3.0,120.0,12.0,2.0,2.0,940000.0,0.0,8260000.0
-74.0520054,4.6835304,5.0,4.0,300.0,31.0,4.0,0.0,2400000.0,0.0,4000000.0
-74.0304719,4.7078648,5.0,3.0,82.0,12.0,2.0,2.0,680000.0,0.0,3900000.0
-74.049052,4.662365,6.0,2.0,218.0,4.0,3.0,3.0,0.0,10.0,14000000.0
-74.0513415,4.6650376,6.0,1.0,40.0,23.0,1.0,1.0,0.0,2.0,2900000.0
-74.0562199,4.6527481,6.0,3.0,243.0,31.0,3.0,1.0,1900000.0,0.0,8900000.0
-74.0324009,4.7022314,5.0,2.0,68.0,12.0,2.0,2.0,631262.0,0.0,2500000.0
-74.043312,4.688943,5.0,3.0,124.0,0.0,3.0,2.0,1137000.0,1.0,2963000.0
-74.0521086473018,4.65163078377278,6.0,4.0,286.0,31.0,3.0,3.0,0.0,7.0,14000000.0
-74.0437774658203,4.70623636245728,6.0,1.0,60.0,0.0,1.0,1.0,0.0,4.0,4000000.0
-74.05549,4.6453500000001,4.0,2.0,67.0,4.0,1.0,2.0,510800.0,2.0,3650000.0
-74.03024,4.693177,6.0,5.0,468.0,23.0,5.0,4.0,3559320.0,5.0,20000000.0
-74.027508748474,4.6909353044636,6.0,5.0,404.0,31.0,4.0,4.0,2254000.0,0.0,19800000.0
-74.0463366,4.6681086,6.0,3.0,312.0,12.0,3.0,2.0,1200000.0,1.0,15000000.0
-74.052549,4.669248,6.0,2.0,127.0,0.0,2.0,2.0,0.0,1.0,8000000.0
-74.052545,4.669258,6.0,2.0,160.0,0.0,3.0,2.0,0.0,5.0,7200000.0
-74.0297299,4.7141444,5.0,2.0,120.0,23.0,2.0,2.0,554000.0,12.0,4500000.0
-74.071748961245,4.7444824884841,6.0,4.0,224.0,4.0,3.0,3.0,1413000.0,0.0,8500000.0
-74.049567959294,4.673728004412,6.0,4.0,200.0,12.0,3.0,3.0,2000000.0,2.0,18500000.0
-74.054896,4.64318,5.0,1.0,56.03,12.0,1.0,1.0,0.0,15.0,3100000.0
-74.045632,4.662863,6.0,3.0,247.83,12.0,3.0,3.0,0.0,3.0,12300000.0
-74.026544,4.692232,6.0,5.0,495.0,23.0,4.0,5.0,2641000.0,5.0,20000000.0
-74.0503319,4.6814442,6.0,3.0,250.0,23.0,4.0,6.0,1600000.0,7.0,9700000.0
-74.0501917,4.669158,6.0,3.0,322.0,23.0,4.0,4.0,3000000.0,3.0,15000000.0
-74.1508759,4.6486949,3.0,1.0,32.0,0.0,1.0,0.0,94000.0,0.0,1100000.0
-74.079973697662,4.7180076929505,6.0,4.0,200.0,23.0,3.0,2.0,1404000.0,0.0,9000000.0
-74.0582775,4.644572,4.0,2.0,79.0,12.0,2.0,2.0,1059000.0,0.0,3800000.0
-74.0983861,4.6003473,3.0,2.0,50.0,12.0,2.0,0.0,0.0,4.0,1270000.0
-74.0236476,4.7557408,4.0,2.0,76.0,23.0,3.0,1.0,242000.0,0.0,1658000.0
-74.052813,4.663612,6.0,3.0,111.0,0.0,2.0,1.0,0.0,2.0,8500000.0
-74.0667203,4.658585,3.0,1.0,30.0,12.0,1.0,0.0,0.0,3.0,850000.0
-74.0509963745456,4.68038559616828,6.0,1.0,70.0,31.0,1.0,1.0,0.0,0.0,3500000.0
-74.044205,4.668651,6.0,3.0,320.0,0.0,3.0,5.0,3198000.0,16.0,30000000.0
-74.043155300451,4.673718910047,6.0,5.0,425.0,23.0,3.0,4.0,4200000.0,13.0,25000000.0
-74.044268,4.689113,5.0,3.0,130.0,0.0,3.0,2.0,1397000.0,1.0,3300000.0
-74.049380037025,4.668860004595,6.0,5.0,500.0,23.0,4.0,5.0,4000000.0,7.0,20000000.0
-74.048517478094,4.653958118838,6.0,4.0,252.0,31.0,3.0,2.0,1645000.0,2.0,8500000.0
-74.051265294687,4.699584625056,5.0,2.0,85.0,23.0,2.0,2.0,800000.0,5.0,4300000.0
-74.080016613007,4.7173661437156,6.0,4.0,179.0,23.0,3.0,2.0,1320000.0,0.0,5100000.0
-74.0489073,4.6550735,6.0,4.0,162.0,31.0,2.0,2.0,1082000.0,0.0,7000000.0
